age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,subscribed
66,retired,married,basic.9y,no,yes,no,8,wed,3,2,failure,-2.9,92.201,-31.4,yes
28,admin.,single,university.degree,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
56,admin.,married,basic.9y,no,no,no,8,wed,2,1,success,-2.9,92.201,-31.4,yes
38,admin.,married,high.school,no,no,no,8,wed,2,0,nonexistent,-2.9,92.201,-31.4,yes
28,admin.,single,university.degree,no,no,no,8,thu,5,0,nonexistent,-2.9,92.201,-31.4,yes
23,student,single,high.school,no,yes,no,8,thu,3,3,failure,-2.9,92.201,-31.4,yes
36,unemployed,married,university.degree,no,no,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
22,student,single,high.school,no,yes,no,8,thu,2,0,nonexistent,-2.9,92.201,-31.4,yes
29,admin.,single,university.degree,no,yes,yes,8,thu,3,1,success,-2.9,92.201,-31.4,yes
31,blue-collar,married,professional.course,no,no,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
30,services,single,high.school,no,yes,no,8,thu,2,0,nonexistent,-2.9,92.201,-31.4,yes
39,admin.,married,high.school,no,no,no,8,thu,2,1,success,-2.9,92.201,-31.4,yes
32,blue-collar,single,basic.9y,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
46,admin.,married,university.degree,no,yes,no,8,thu,1,1,failure,-2.9,92.201,-31.4,yes
39,unemployed,married,high.school,no,no,no,8,thu,3,0,nonexistent,-2.9,92.201,-31.4,yes
46,technician,married,basic.6y,no,yes,no,8,thu,4,0,nonexistent,-2.9,92.201,-31.4,yes
22,student,single,basic.6y,no,yes,no,8,thu,2,2,success,-2.9,92.201,-31.4,yes
36,services,married,high.school,no,yes,yes,8,thu,2,1,failure,-2.9,92.201,-31.4,yes
40,admin.,married,high.school,no,no,no,8,thu,2,0,nonexistent,-2.9,92.201,-31.4,yes
74,retired,married,professional.course,no,yes,no,8,thu,3,1,failure,-2.9,92.201,-31.4,yes
33,services,married,high.school,no,no,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
39,blue-collar,married,basic.6y,no,no,no,8,thu,2,1,success,-2.9,92.201,-31.4,yes
57,admin.,single,high.school,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
36,management,married,basic.6y,no,yes,yes,8,thu,3,0,nonexistent,-2.9,92.201,-31.4,yes
28,unemployed,married,professional.course,no,yes,no,8,fri,6,0,nonexistent,-2.9,92.201,-31.4,yes
26,student,single,professional.course,no,yes,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
39,technician,married,university.degree,no,yes,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
62,retired,married,university.degree,no,no,no,8,fri,4,0,nonexistent,-2.9,92.201,-31.4,yes
35,technician,married,professional.course,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
61,management,married,university.degree,no,yes,no,8,fri,2,2,success,-2.9,92.201,-31.4,yes
42,management,married,university.degree,no,yes,no,8,fri,1,1,success,-2.9,92.201,-31.4,yes
54,admin.,married,university.degree,no,yes,no,8,fri,3,0,nonexistent,-2.9,92.201,-31.4,yes
58,blue-collar,divorced,basic.4y,no,no,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
55,retired,married,basic.4y,no,yes,no,8,fri,1,1,success,-2.9,92.201,-31.4,yes
71,retired,married,basic.4y,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
70,retired,married,professional.course,no,yes,no,8,fri,4,0,nonexistent,-2.9,92.201,-31.4,yes
28,unemployed,married,professional.course,no,no,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
46,technician,married,professional.course,no,yes,no,8,fri,6,1,failure,-2.9,92.201,-31.4,yes
42,technician,married,professional.course,no,yes,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
35,admin.,married,university.degree,no,no,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
38,self-employed,divorced,high.school,no,no,no,8,fri,3,1,failure,-2.9,92.201,-31.4,yes
28,unemployed,married,professional.course,no,yes,no,8,fri,3,1,failure,-2.9,92.201,-31.4,yes
17,student,single,basic.9y,no,unknown,unknown,8,fri,2,1,failure,-2.9,92.201,-31.4,yes
31,admin.,married,university.degree,no,no,no,8,fri,3,0,nonexistent,-2.9,92.201,-31.4,yes
29,blue-collar,single,basic.6y,no,no,no,8,fri,3,0,nonexistent,-2.9,92.201,-31.4,yes
31,entrepreneur,single,university.degree,no,yes,no,8,fri,3,0,nonexistent,-2.9,92.201,-31.4,yes
62,management,divorced,high.school,no,no,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
76,retired,married,professional.course,no,no,no,8,mon,1,1,success,-2.9,92.201,-31.4,yes
73,retired,married,basic.4y,no,no,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
67,retired,married,professional.course,no,yes,yes,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
80,retired,married,high.school,no,no,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
25,admin.,single,university.degree,no,no,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
25,admin.,single,university.degree,no,yes,no,8,mon,1,1,success,-2.9,92.201,-31.4,yes
34,technician,married,university.degree,no,no,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
28,admin.,single,university.degree,no,yes,no,8,mon,2,1,failure,-2.9,92.201,-31.4,yes
48,technician,married,high.school,no,yes,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
44,admin.,single,university.degree,no,no,no,8,mon,1,1,success,-2.9,92.201,-31.4,yes
23,technician,married,professional.course,no,yes,no,8,mon,1,2,success,-2.9,92.201,-31.4,yes
28,admin.,single,university.degree,no,yes,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
41,admin.,single,high.school,no,yes,no,8,mon,1,1,success,-2.9,92.201,-31.4,yes
74,retired,married,basic.9y,no,yes,no,8,mon,1,1,failure,-2.9,92.201,-31.4,yes
22,student,single,professional.course,no,yes,no,8,mon,2,1,failure,-2.9,92.201,-31.4,yes
67,retired,married,basic.6y,no,no,no,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
36,admin.,single,university.degree,no,no,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
61,retired,married,university.degree,no,no,no,8,tue,2,1,success,-2.9,92.201,-31.4,yes
34,admin.,single,university.degree,no,yes,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
26,admin.,single,university.degree,no,yes,no,8,tue,1,1,failure,-2.9,92.201,-31.4,yes
47,admin.,single,university.degree,no,yes,no,8,tue,1,1,failure,-2.9,92.201,-31.4,yes
37,admin.,married,university.degree,no,yes,no,8,tue,1,2,failure,-2.9,92.201,-31.4,yes
71,retired,married,basic.4y,unknown,unknown,unknown,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
50,admin.,married,university.degree,no,no,no,8,tue,2,1,failure,-2.9,92.201,-31.4,yes
34,technician,married,professional.course,no,no,no,8,tue,1,1,success,-2.9,92.201,-31.4,yes
56,management,married,university.degree,no,yes,no,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
33,blue-collar,divorced,basic.4y,no,yes,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
20,student,single,high.school,no,yes,no,8,tue,1,1,failure,-2.9,92.201,-31.4,yes
64,retired,married,high.school,unknown,no,no,8,tue,1,1,failure,-2.9,92.201,-31.4,yes
35,technician,married,professional.course,no,no,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
74,retired,divorced,basic.4y,no,yes,no,8,wed,1,1,success,-2.9,92.201,-31.4,yes
38,technician,married,university.degree,no,yes,no,8,wed,4,0,nonexistent,-2.9,92.201,-31.4,yes
35,admin.,married,university.degree,no,yes,no,8,wed,2,2,failure,-2.9,92.201,-31.4,yes
37,admin.,married,university.degree,no,no,no,8,wed,2,0,nonexistent,-2.9,92.201,-31.4,yes
32,technician,single,university.degree,no,yes,no,8,wed,2,0,nonexistent,-2.9,92.201,-31.4,yes
33,admin.,single,university.degree,no,yes,no,8,wed,1,1,success,-2.9,92.201,-31.4,yes
55,admin.,married,university.degree,no,yes,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
74,retired,married,university.degree,no,yes,yes,8,wed,3,0,nonexistent,-2.9,92.201,-31.4,yes
64,retired,married,basic.4y,no,yes,no,8,wed,1,2,success,-2.9,92.201,-31.4,yes
34,admin.,single,university.degree,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
33,admin.,single,university.degree,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
37,admin.,divorced,university.degree,no,no,no,8,thu,3,1,success,-2.9,92.201,-31.4,yes
66,retired,married,basic.6y,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
36,technician,single,professional.course,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
34,admin.,single,university.degree,no,yes,no,8,thu,6,1,success,-2.9,92.201,-31.4,yes
35,blue-collar,divorced,high.school,no,no,no,8,thu,1,1,success,-2.9,92.201,-31.4,yes
32,management,single,university.degree,no,no,no,8,thu,1,2,success,-2.9,92.201,-31.4,yes
71,retired,single,university.degree,no,yes,no,8,thu,1,2,failure,-2.9,92.201,-31.4,yes
24,admin.,single,university.degree,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
25,student,single,university.degree,no,no,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
28,technician,single,professional.course,no,yes,no,8,thu,2,1,success,-2.9,92.201,-31.4,yes
28,technician,single,professional.course,no,yes,no,8,thu,3,0,nonexistent,-2.9,92.201,-31.4,yes
34,technician,single,university.degree,no,yes,no,8,thu,2,1,success,-2.9,92.201,-31.4,yes
51,management,married,high.school,no,yes,yes,8,fri,4,0,nonexistent,-2.9,92.201,-31.4,yes
61,retired,married,basic.4y,no,yes,yes,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
61,retired,married,basic.4y,no,yes,no,8,fri,1,1,success,-2.9,92.201,-31.4,yes
87,retired,divorced,basic.4y,no,no,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
54,admin.,married,university.degree,no,yes,yes,8,fri,1,1,failure,-2.9,92.201,-31.4,yes
24,student,single,high.school,no,no,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
34,unemployed,single,professional.course,no,no,no,8,fri,2,1,success,-2.9,92.201,-31.4,yes
54,admin.,married,university.degree,no,yes,no,8,fri,2,1,success,-2.9,92.201,-31.4,yes
62,admin.,married,university.degree,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
79,housemaid,married,basic.4y,no,no,no,8,fri,1,2,success,-2.9,92.201,-31.4,yes
30,blue-collar,married,high.school,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
36,admin.,single,high.school,no,yes,no,8,fri,1,2,success,-2.9,92.201,-31.4,yes
39,admin.,married,university.degree,no,yes,yes,8,fri,2,1,success,-2.9,92.201,-31.4,yes
64,retired,married,university.degree,no,no,no,8,fri,4,0,nonexistent,-2.9,92.201,-31.4,yes
24,student,single,university.degree,no,yes,yes,8,fri,1,2,success,-2.9,92.201,-31.4,yes
24,student,single,university.degree,no,yes,no,8,fri,1,1,success,-2.9,92.201,-31.4,yes
74,retired,married,basic.4y,unknown,yes,no,8,mon,2,1,success,-2.9,92.201,-31.4,yes
47,housemaid,married,university.degree,no,yes,no,8,mon,2,0,nonexistent,-2.9,92.201,-31.4,yes
38,unemployed,single,high.school,no,yes,no,8,mon,2,0,nonexistent,-2.9,92.201,-31.4,yes
66,retired,married,basic.4y,unknown,yes,no,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
63,housemaid,married,basic.4y,no,no,no,8,tue,1,1,failure,-2.9,92.201,-31.4,yes
51,admin.,divorced,high.school,no,yes,no,8,tue,1,1,success,-2.9,92.201,-31.4,yes
58,retired,married,high.school,no,no,no,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
63,housemaid,married,basic.4y,no,no,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
54,retired,married,professional.course,unknown,no,no,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
62,retired,married,professional.course,no,yes,no,8,tue,3,1,success,-2.9,92.201,-31.4,yes
58,retired,married,high.school,no,yes,no,8,tue,6,1,success,-2.9,92.201,-31.4,yes
56,services,single,high.school,no,no,yes,8,tue,3,0,nonexistent,-2.9,92.201,-31.4,yes
43,admin.,married,high.school,no,yes,no,8,tue,2,2,success,-2.9,92.201,-31.4,yes
27,admin.,single,high.school,no,no,no,8,wed,3,0,nonexistent,-2.9,92.201,-31.4,yes
42,retired,divorced,illiterate,no,no,no,8,wed,3,0,nonexistent,-2.9,92.201,-31.4,yes
59,technician,married,professional.course,no,yes,no,8,wed,4,0,nonexistent,-2.9,92.201,-31.4,yes
80,retired,married,basic.4y,no,yes,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
28,student,single,university.degree,no,no,no,8,thu,4,1,failure,-2.9,92.201,-31.4,yes
59,admin.,single,university.degree,no,no,no,8,thu,3,1,success,-2.9,92.201,-31.4,yes
51,admin.,married,university.degree,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
46,admin.,married,university.degree,no,yes,no,8,thu,3,0,nonexistent,-2.9,92.201,-31.4,yes
50,admin.,married,university.degree,no,no,yes,8,thu,1,2,failure,-2.9,92.201,-31.4,yes
58,retired,divorced,high.school,no,no,no,8,thu,2,1,failure,-2.9,92.201,-31.4,yes
31,admin.,single,university.degree,no,no,no,8,thu,1,1,success,-2.9,92.201,-31.4,yes
33,admin.,married,high.school,no,no,no,8,fri,3,1,success,-2.9,92.201,-31.4,yes
55,entrepreneur,divorced,basic.9y,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
26,student,single,university.degree,no,no,yes,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
62,retired,married,professional.course,no,yes,yes,8,fri,2,1,failure,-2.9,92.201,-31.4,yes
26,student,single,high.school,no,yes,no,8,fri,2,2,failure,-2.9,92.201,-31.4,yes
72,admin.,married,university.degree,no,yes,yes,8,fri,8,1,failure,-2.9,92.201,-31.4,yes
30,student,married,university.degree,no,no,no,8,mon,2,2,success,-2.9,92.201,-31.4,yes
73,retired,married,basic.4y,no,unknown,unknown,8,mon,3,1,failure,-2.9,92.201,-31.4,yes
38,technician,married,professional.course,no,unknown,unknown,8,mon,2,1,success,-2.9,92.201,-31.4,yes
30,student,married,university.degree,no,yes,no,8,mon,3,1,success,-2.9,92.201,-31.4,yes
53,admin.,married,university.degree,no,yes,no,8,mon,1,1,failure,-2.9,92.201,-31.4,yes
38,admin.,married,high.school,no,yes,no,8,mon,1,2,failure,-2.9,92.201,-31.4,yes
31,management,married,university.degree,no,yes,yes,8,mon,2,0,nonexistent,-2.9,92.201,-31.4,yes
39,entrepreneur,married,basic.6y,no,yes,no,9,tue,2,1,success,-3.4,92.379,-29.8,yes
33,admin.,married,high.school,no,yes,no,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
54,admin.,married,university.degree,no,yes,no,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
79,retired,married,basic.9y,no,no,no,9,tue,1,1,failure,-3.4,92.379,-29.8,yes
39,entrepreneur,married,basic.6y,no,yes,no,9,tue,2,0,nonexistent,-3.4,92.379,-29.8,yes
37,admin.,married,university.degree,no,yes,no,9,wed,2,0,nonexistent,-3.4,92.379,-29.8,yes
34,technician,married,professional.course,no,yes,no,9,wed,2,0,nonexistent,-3.4,92.379,-29.8,yes
34,technician,married,professional.course,no,yes,yes,9,wed,3,0,nonexistent,-3.4,92.379,-29.8,yes
18,student,single,university.degree,no,no,no,9,thu,1,1,success,-3.4,92.379,-29.8,yes
26,admin.,single,university.degree,no,yes,no,9,thu,1,1,success,-3.4,92.379,-29.8,yes
32,admin.,married,university.degree,no,no,no,9,thu,1,1,failure,-3.4,92.379,-29.8,yes
60,retired,married,professional.course,no,yes,no,9,thu,1,1,success,-3.4,92.379,-29.8,yes
44,admin.,married,university.degree,no,yes,no,9,thu,1,0,nonexistent,-3.4,92.379,-29.8,yes
40,admin.,single,university.degree,no,no,no,9,thu,1,1,failure,-3.4,92.379,-29.8,yes
26,student,single,university.degree,no,yes,yes,9,thu,1,1,success,-3.4,92.379,-29.8,yes
59,management,married,university.degree,no,yes,no,9,fri,2,1,success,-3.4,92.379,-29.8,yes
51,technician,married,professional.course,no,no,yes,9,fri,1,0,nonexistent,-3.4,92.379,-29.8,yes
53,technician,married,professional.course,no,yes,yes,9,fri,1,1,failure,-3.4,92.379,-29.8,yes
76,management,married,university.degree,no,no,no,9,fri,1,0,nonexistent,-3.4,92.379,-29.8,yes
39,blue-collar,married,basic.9y,no,yes,no,9,fri,1,1,success,-3.4,92.379,-29.8,yes
72,retired,married,basic.4y,no,no,no,9,fri,1,2,success,-3.4,92.379,-29.8,yes
18,student,single,university.degree,no,yes,no,9,fri,1,0,nonexistent,-3.4,92.379,-29.8,yes
28,student,single,high.school,no,no,no,9,fri,2,0,nonexistent,-3.4,92.379,-29.8,yes
50,admin.,married,high.school,no,yes,no,9,fri,2,0,nonexistent,-3.4,92.379,-29.8,yes
45,housemaid,single,basic.4y,no,no,no,9,mon,4,0,nonexistent,-3.4,92.379,-29.8,yes
59,admin.,married,university.degree,no,yes,yes,9,mon,3,1,success,-3.4,92.379,-29.8,yes
61,retired,married,university.degree,no,no,no,9,mon,1,2,success,-3.4,92.379,-29.8,yes
59,admin.,married,university.degree,no,no,yes,9,mon,4,1,failure,-3.4,92.379,-29.8,yes
45,housemaid,single,basic.4y,no,yes,no,9,mon,1,0,nonexistent,-3.4,92.379,-29.8,yes
52,technician,married,professional.course,no,yes,yes,9,mon,1,1,failure,-3.4,92.379,-29.8,yes
45,admin.,married,university.degree,no,no,no,9,mon,1,0,nonexistent,-3.4,92.379,-29.8,yes
45,admin.,married,university.degree,no,no,no,9,mon,1,2,success,-3.4,92.379,-29.8,yes
41,admin.,married,university.degree,no,no,no,9,mon,2,1,failure,-3.4,92.379,-29.8,yes
30,admin.,single,university.degree,no,no,no,9,mon,6,0,nonexistent,-3.4,92.379,-29.8,yes
30,self-employed,single,university.degree,no,yes,no,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
43,technician,married,professional.course,no,no,no,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
49,admin.,married,high.school,no,no,no,9,tue,1,1,success,-3.4,92.379,-29.8,yes
71,retired,married,basic.4y,no,yes,no,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
66,management,divorced,university.degree,no,no,no,9,tue,1,1,success,-3.4,92.379,-29.8,yes
39,self-employed,divorced,high.school,no,no,no,9,tue,1,1,success,-3.4,92.379,-29.8,yes
30,self-employed,single,university.degree,no,no,no,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
29,self-employed,single,university.degree,no,yes,no,9,tue,2,0,nonexistent,-3.4,92.379,-29.8,yes
43,technician,married,high.school,no,yes,no,9,tue,1,1,success,-3.4,92.379,-29.8,yes
75,retired,married,university.degree,no,no,no,9,tue,1,1,failure,-3.4,92.379,-29.8,yes
24,student,single,basic.9y,no,unknown,unknown,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
39,self-employed,divorced,high.school,no,no,no,9,tue,2,1,success,-3.4,92.379,-29.8,yes
34,technician,married,professional.course,no,yes,yes,9,tue,2,0,nonexistent,-3.4,92.379,-29.8,yes
30,admin.,married,university.degree,no,yes,yes,9,wed,5,0,nonexistent,-3.4,92.379,-29.8,yes
58,retired,married,basic.4y,no,no,no,9,wed,1,0,nonexistent,-3.4,92.379,-29.8,yes
36,services,married,high.school,no,yes,yes,9,wed,3,0,nonexistent,-3.4,92.379,-29.8,yes
78,admin.,married,university.degree,no,yes,no,9,wed,1,1,failure,-3.4,92.379,-29.8,yes
46,admin.,married,high.school,no,yes,no,9,wed,1,0,nonexistent,-3.4,92.379,-29.8,yes
27,admin.,single,university.degree,no,yes,yes,9,wed,1,0,nonexistent,-3.4,92.379,-29.8,yes
27,admin.,single,university.degree,no,no,no,9,wed,1,0,nonexistent,-3.4,92.379,-29.8,yes
36,unemployed,married,university.degree,unknown,no,no,9,wed,1,1,failure,-3.4,92.379,-29.8,yes
76,retired,married,basic.4y,no,yes,no,9,wed,2,1,success,-3.4,92.379,-29.8,yes
56,admin.,married,university.degree,no,yes,no,9,thu,2,2,success,-3.4,92.379,-29.8,yes
42,management,married,basic.6y,no,yes,no,9,thu,3,0,nonexistent,-3.4,92.379,-29.8,yes
25,admin.,single,high.school,no,no,no,9,thu,1,1,success,-3.4,92.379,-29.8,yes
42,management,married,basic.6y,no,yes,no,9,thu,3,0,nonexistent,-3.4,92.379,-29.8,yes
69,retired,married,high.school,no,no,no,9,fri,3,0,nonexistent,-3.4,92.379,-29.8,yes
34,admin.,single,university.degree,no,no,no,9,fri,3,2,success,-3.4,92.379,-29.8,yes
49,admin.,divorced,university.degree,no,yes,no,9,fri,3,1,success,-3.4,92.379,-29.8,yes
43,admin.,single,high.school,no,yes,no,9,fri,1,0,nonexistent,-3.4,92.379,-29.8,yes
28,admin.,single,university.degree,no,yes,no,9,fri,1,3,success,-3.4,92.379,-29.8,yes
40,unemployed,married,professional.course,no,no,yes,9,fri,1,0,nonexistent,-3.4,92.379,-29.8,yes
31,admin.,single,high.school,no,yes,no,9,fri,1,0,nonexistent,-3.4,92.379,-29.8,yes
36,admin.,single,university.degree,no,yes,no,9,fri,2,0,nonexistent,-3.4,92.379,-29.8,yes
71,retired,married,university.degree,no,yes,no,9,fri,4,0,nonexistent,-3.4,92.379,-29.8,yes
34,admin.,married,university.degree,no,no,no,9,fri,2,0,nonexistent,-3.4,92.379,-29.8,yes
47,management,married,university.degree,no,yes,no,9,mon,1,2,success,-3.4,92.379,-29.8,yes
62,entrepreneur,married,university.degree,no,no,no,9,tue,1,1,failure,-3.4,92.379,-29.8,yes
62,entrepreneur,married,university.degree,no,yes,no,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
70,retired,married,basic.4y,no,no,no,9,tue,1,2,success,-3.4,92.379,-29.8,yes
59,retired,married,basic.4y,no,yes,no,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
70,admin.,married,basic.4y,no,no,no,9,tue,1,2,failure,-3.4,92.379,-29.8,yes
29,admin.,single,high.school,no,yes,no,9,tue,2,1,success,-3.4,92.379,-29.8,yes
27,admin.,married,university.degree,no,yes,no,9,tue,2,2,failure,-3.4,92.379,-29.8,yes
24,technician,married,university.degree,no,yes,yes,9,tue,2,1,success,-3.4,92.379,-29.8,yes
21,student,single,basic.9y,no,unknown,unknown,9,tue,1,0,nonexistent,-3.4,92.379,-29.8,yes
27,admin.,single,university.degree,no,yes,no,9,tue,2,0,nonexistent,-3.4,92.379,-29.8,yes
70,admin.,married,basic.4y,no,yes,yes,9,tue,1,1,success,-3.4,92.379,-29.8,yes
24,admin.,single,university.degree,no,no,no,9,tue,1,1,success,-3.4,92.379,-29.8,yes
53,technician,married,professional.course,no,no,no,9,tue,1,1,success,-3.4,92.379,-29.8,yes
38,admin.,single,university.degree,unknown,yes,no,9,wed,1,1,success,-3.4,92.379,-29.8,yes
31,self-employed,married,university.degree,no,no,no,9,wed,1,1,success,-3.4,92.379,-29.8,yes
